Protein,Len,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,LogFoldChange,Zstatistic
lcl|c225222_g1_i4|m.10453,263,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.004,-0.0084
lcl|c225236_g1_i2|m.10460,268,2,0,2,1,2,0,0,5,1,3,0,1,1,1,2,2,0,0,1,0,-0.486,-1.3337
lcl|c225245_g1_i2|m.10472,322,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,1,0,0,0.372,0.9034
lcl|c225266_g1_i7|m.10481,657,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.069,0.1576
lcl|c225267_g2_i1|m.10483,272,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.02,0.0403
lcl|c225281_g3_i2|m.10487,267,4,2,0,3,2,2,0,2,0,2,1,3,1,2,1,1,4,2,1,2,-0.123,-0.3937
lcl|c225308_g1_i1|m.10501,117,5,3,12,8,6,4,8,5,5,4,13,18,13,20,15,10,9,14,12,10,0.838,5.1257
lcl|c225308_g1_i4|m.10503,111,2,2,6,4,2,1,5,1,2,1,9,12,10,14,9,10,8,11,9,7,1.351,6.3497
lcl|c225316_g3_i2|m.10516,126,3,1,0,0,1,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.468,-1.1506
lcl|c225323_g2_i2|m.10522,252,20,16,14,13,13,16,17,15,6,10,9,12,7,16,12,7,5,9,8,7,-0.412,-3.2337
lcl|c225328_g5_i5|m.10528,302,1,0,0,0,2,2,2,3,0,2,0,0,1,0,1,0,1,1,2,0,-0.387,-0.9796
lcl|c225334_g2_i2|m.10532,199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.045,0.1007
lcl|c225352_g1_i1|m.10544,333,34,24,34,38,30,28,19,25,27,30,48,29,41,35,35,38,26,21,19,33,0.109,1.3368
lcl|c225359_g3_i1|m.10554,224,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0009
lcl|c225394_g4_i2|m.10584,194,6,6,8,13,15,6,8,8,6,13,7,3,3,4,6,5,5,3,8,3,-0.642,-3.5771
lcl|c225423_g3_i2|m.10600,769,3,1,3,2,1,2,1,0,0,1,0,1,1,2,1,2,1,0,0,1,-0.301,-0.761
lcl|c225471_g2_i2|m.10654,631,19,13,15,14,19,12,13,20,10,21,12,12,7,12,9,9,6,1,10,11,-0.557,-4.1805
lcl|c225475_g3_i6|m.10661,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.0501
lcl|c225478_g2_i3|m.10670,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.0395
lcl|c225497_g2_i1|m.10682,209,0,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0.101,0.2322
lcl|c225556_g1_i1|m.10729,286,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.019,-0.0434
lcl|c225557_g1_i1|m.10731,325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011,0.024
lcl|c225590_g2_i4|m.10752,336,3,3,2,6,5,4,3,4,2,3,1,4,3,2,4,2,2,4,3,2,-0.267,-1.0953
lcl|c225591_g3_i2|m.10756,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.371,0.9356
lcl|c225618_g2_i6|m.10783,517,12,6,4,5,4,7,12,7,4,7,3,3,2,2,3,3,4,2,3,3,-0.887,-3.9876
lcl|c225632_g3_i1|m.10790,867,8,4,7,8,9,9,5,10,3,16,8,5,4,7,3,7,3,4,3,3,-0.513,-2.7403
lcl|c225637_g3_i2|m.10796,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051,-0.1071
lcl|c225668_g5_i2|m.10809,209,4,2,5,5,4,5,5,1,4,5,4,8,9,5,6,8,4,6,6,6,0.435,2.1064
lcl|c225713_g4_i1|m.10851,411,1,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0.103,0.2107
lcl|c225753_g2_i5|m.10911,182,0,0,1,1,1,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0.123,0.2689
lcl|c225755_g1_i1|m.10912,343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.018,-0.0399
lcl|c225756_g1_i2|m.10914,306,2,2,2,0,1,8,3,4,0,2,0,0,0,0,0,0,0,0,0,0,-0.978,-2.7454
lcl|c225761_g6_i1|m.10925,326,8,5,7,5,10,8,8,4,8,4,8,5,9,3,6,4,9,6,10,8,0.016,0.0932
lcl|c225775_g7_i7|m.10937,196,4,9,10,9,15,6,6,10,3,8,2,1,1,0,3,2,0,1,2,1,-1.702,-5.9571
lcl|c225782_g2_i1|m.10939,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.01,-0.0212
lcl|c225820_g10_i1|m.10972,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007,-0.0145
lcl|c225822_g2_i4|m.10975,295,1,1,0,0,0,2,1,0,0,0,0,1,1,0,1,1,1,2,1,0,0.026,0.0576
lcl|c225829_g1_i1|m.10978,137,38,29,28,45,41,30,28,42,23,35,30,31,34,34,25,33,23,24,19,22,-0.21,-2.654
lcl|c225844_g2_i3|m.10984,292,4,3,0,2,3,4,0,3,0,3,4,7,7,3,9,2,4,3,5,1,0.6,2.3017
lcl|c225849_g2_i3|m.10990,429,0,0,1,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0.096,0.2131
lcl|c225852_g2_i3|m.10992,292,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.035,0.0737
lcl|c225867_g3_i1|m.11000,208,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.035,-0.0758
lcl|c225875_g4_i2|m.11006,204,0,3,2,2,1,1,1,2,1,3,3,1,2,3,1,0,1,1,0,1,-0.129,-0.3642
lcl|c225882_g3_i1|m.11013,271,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.008,-0.0167
lcl|c225931_g4_i1|m.11061,108,2,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,-0.191,-0.4262
lcl|c225938_g3_i1|m.11067,223,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.093,-0.1928
lcl|c225972_g1_i1|m.11091,360,94,67,73,77,83,66,87,79,54,96,75,73,66,93,54,53,48,47,76,53,-0.195,-3.5933
lcl|c226005_g4_i1|m.11126,287,0,0,0,0,0,0,0,6,0,2,1,6,1,5,0,2,1,2,0,0,0.279,0.8424
lcl|c226009_g3_i5|m.11131,932,0,0,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.289,-0.6732
lcl|c226046_g1_i2|m.11150,502,7,10,11,11,9,5,7,7,3,8,7,7,4,6,5,4,2,6,4,6,-0.436,-2.4716
lcl|c226079_g3_i1|m.11186,256,3,4,3,3,4,3,5,5,1,3,2,2,0,2,2,2,0,2,3,1,-0.653,-2.2183
lcl|c226079_g3_i2|m.11188,354,5,1,0,2,4,2,2,0,1,2,1,2,1,0,2,2,2,1,3,0,-0.246,-0.7419
lcl|c226084_g3_i2|m.11194,197,2,1,1,1,2,0,0,1,0,2,4,3,0,3,5,4,2,1,3,1,0.784,2.2075
lcl|c226094_g1_i1|m.11204,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.078,-0.1709
lcl|c226099_g2_i1|m.11211,597,1,0,0,1,1,0,0,0,0,1,0,1,1,3,1,2,2,0,1,1,0.399,0.9184
lcl|c226115_g1_i8|m.11228,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.028,-0.062
lcl|c226138_g1_i1|m.11235,281,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012,-0.0262
lcl|c226138_g2_i1|m.11236,129,2,2,1,1,2,1,3,2,1,1,1,1,2,0,0,2,1,1,3,1,-0.138,-0.3648
lcl|c226146_g2_i7|m.11244,623,4,0,0,1,1,0,0,1,0,3,0,2,1,1,1,0,0,0,2,2,-0.16,-0.3977
lcl|c226155_g2_i3|m.11249,584,2,0,0,0,1,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,-0.423,-1.0395
lcl|c226156_g7_i2|m.11251,127,1,0,6,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,2,0,0.205,0.5852
lcl|c226189_g2_i2|m.11277,115,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.004,0.0086
lcl|c226194_g1_i2|m.11280,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.0238
lcl|c226194_g1_i2|m.11281,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.0683
lcl|c226211_g2_i1|m.11296,245,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,-0.001,-0.0015
lcl|c226212_g1_i3|m.11297,389,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0.115,0.2601
lcl|c226216_g1_i2|m.11298,323,12,11,11,16,12,12,10,14,5,11,5,9,5,6,5,3,4,2,5,6,-0.83,-4.9411
lcl|c226230_g2_i2|m.11305,377,4,4,1,1,2,1,1,1,1,2,4,2,3,3,1,1,3,2,2,2,0.242,0.7913
lcl|c226263_g3_i5|m.11341,133,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.034,-0.0721
lcl|c226269_g1_i6|m.11347,410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.043
lcl|c226287_g1_i1|m.11356,285,5,3,10,8,6,4,5,7,3,3,5,6,4,3,3,2,2,2,5,3,-0.433,-1.9069
lcl|c226287_g1_i2|m.11357,294,4,3,6,7,6,3,4,5,3,3,5,5,4,3,3,2,2,2,5,3,-0.262,-1.1788
lcl|c226301_g6_i2|m.11378,149,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0.055,0.1227
lcl|c226307_g4_i3|m.11386,388,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.01,0.022
lcl|c226344_g7_i1|m.11422,382,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.021,-0.0466
lcl|c226346_g1_i1|m.11426,227,1,1,1,1,1,1,1,1,0,3,0,1,0,0,1,1,1,0,0,0,-0.199,-0.4595
lcl|c226389_g3_i1|m.11454,429,0,2,1,1,3,0,2,2,0,1,0,1,0,0,1,1,0,0,0,0,-0.388,-0.9478
lcl|c226409_g2_i1|m.11459,423,1,0,2,1,2,0,2,3,0,1,1,1,0,2,3,1,2,0,1,1,-0.051,-0.1357
lcl|c226414_g3_i1|m.11460,158,6,10,8,10,9,7,7,10,4,9,6,6,1,6,9,7,4,2,3,4,-0.503,-2.7392
lcl|c226450_g3_i4|m.11486,231,16,11,15,11,12,12,16,13,9,12,15,8,11,13,11,8,9,7,11,6,-0.246,-1.892
lcl|c226454_g2_i17|m.11487,261,1,1,1,1,0,1,0,0,0,1,0,1,1,2,1,1,1,1,1,2,0.21,0.469
lcl|c226454_g2_i2|m.11493,433,1,1,1,1,0,1,0,0,0,1,0,1,1,2,1,1,1,1,1,2,0.193,0.4439
lcl|c226505_g3_i2|m.11536,906,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.042,0.0932
lcl|c226513_g6_i2|m.11548,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.023,0.0491
lcl|c226593_g2_i1|m.11607,266,4,4,2,1,1,2,2,1,2,1,2,1,2,1,1,1,3,1,3,3,-0.083,-0.2627
lcl|c226607_g5_i2|m.11621,132,0,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.191,-0.4482
lcl|c226613_g4_i1|m.11622,313,6,3,6,1,5,2,3,1,1,2,2,2,0,2,3,2,1,0,1,1,-0.66,-2.0012
lcl|c226629_g1_i3|m.11641,324,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0.105,0.2268
lcl|c226683_g4_i10|m.11705,123,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063,0.1356
lcl|c226705_g1_i7|m.11718,239,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,5,0,0,0,0.502,1.2498
lcl|c226705_g1_i7|m.11719,221,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0.073,0.1659
lcl|c226715_g5_i2|m.11728,472,4,2,0,0,1,4,2,1,2,0,1,3,2,0,1,0,1,2,2,1,-0.255,-0.7477
lcl|c226723_g5_i2|m.11731,155,10,14,10,10,12,16,13,16,9,10,8,15,9,11,11,17,13,11,11,12,-0.006,-0.0476
lcl|c226739_g4_i2|m.11743,391,0,1,0,0,0,1,0,1,0,0,1,1,2,1,1,2,1,1,2,1,0.273,0.5939
lcl|c226762_g1_i2|m.11760,582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.013,-0.0291
lcl|c226769_g3_i1|m.11767,455,26,31,27,35,29,29,30,34,22,33,21,13,16,11,11,12,13,6,16,16,-0.791,-7.5654
lcl|c226774_g3_i2|m.11777,149,8,3,3,4,8,5,10,10,3,7,2,8,3,6,6,2,1,1,6,2,-0.482,-2.3701
lcl|c226799_g3_i10|m.11796,368,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,0.091,0.198
lcl|c226852_g4_i1|m.11867,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,-0.0323
lcl|c226873_g1_i5|m.11881,127,1,0,0,0,2,0,0,0,1,0,0,0,0,1,6,2,1,1,1,1,0.375,0.9312
lcl|c226898_g4_i1|m.11913,135,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.007,-0.0146
lcl|c226903_g2_i4|m.11918,104,2,2,1,1,2,0,1,2,1,0,0,1,1,0,0,2,0,1,1,1,-0.229,-0.5613
lcl|c226904_g2_i1|m.11919,231,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,-0.001
lcl|c226917_g1_i2|m.11940,524,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0.094,0.2083
lcl|c226971_g4_i11|m.11980,176,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.038,0.082
lcl|c226971_g4_i9|m.11985,796,3,2,3,1,6,3,1,3,0,4,3,1,0,1,1,2,2,0,2,0,-0.616,-1.8465
lcl|c226978_g9_i3|m.11996,123,9,8,7,10,13,9,12,23,8,13,5,3,2,4,5,1,5,1,8,4,-1.078,-5.8295
lcl|c226990_g1_i2|m.12024,171,3,2,2,4,3,3,1,3,2,2,3,8,3,5,3,6,2,4,6,3,0.539,2.0605
lcl|c226999_g3_i5|m.12032,898,0,0,0,1,0,0,1,1,0,0,1,5,0,0,0,1,0,0,0,0,0.374,0.9133
lcl|c227009_g2_i1|m.12051,199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.084,-0.1872
lcl|c227063_g4_i1|m.12098,270,0,0,1,0,2,1,2,2,0,1,0,1,1,1,0,1,1,1,0,0,-0.287,-0.6625
lcl|c227069_g2_i12|m.12102,771,33,18,27,37,33,21,25,20,22,20,27,44,65,53,43,43,28,39,27,33,0.45,5.2075
lcl|c227069_g2_i9|m.12105,269,11,9,11,15,13,9,8,4,7,7,7,24,42,24,21,26,17,26,13,19,0.854,6.835
lcl|c227073_g3_i1|m.12111,216,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.006,-0.0131
lcl|c227080_g2_i3|m.12113,177,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.098,-0.2143
lcl|c227084_g3_i4|m.12132,229,2,2,1,2,1,2,1,2,1,3,2,0,2,1,1,0,0,0,0,1,-0.383,-0.9604
lcl|c227108_g1_i3|m.12161,253,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-0.007,-0.0154
lcl|c227111_g4_i1|m.12165,326,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.01,-0.0232
lcl|c227129_g2_i15|m.12185,454,11,7,5,9,6,7,4,13,8,9,6,7,4,7,6,2,5,4,5,3,-0.484,-2.6308
lcl|c227136_g2_i8|m.12192,264,4,3,4,9,4,3,4,2,0,3,5,0,1,3,5,4,3,3,4,4,-0.104,-0.4341
lcl|c227168_g5_i1|m.12205,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009,-0.0196
lcl|c227186_g4_i4|m.12220,263,0,1,17,2,0,1,3,1,0,0,16,0,0,0,0,0,0,0,3,0,-0.043,-0.1594
lcl|c227188_g1_i1|m.12222,183,4,6,9,4,7,8,4,4,5,12,4,1,2,1,1,1,1,1,2,0,-1.449,-4.7523
lcl|c227188_g1_i3|m.12224,232,3,4,4,2,1,4,5,1,2,3,1,2,2,4,0,1,3,1,3,3,-0.339,-1.1766
lcl|c227202_g1_i3|m.12234,172,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.005,0.0104
lcl|c227206_g2_i7|m.12247,460,4,4,7,3,5,6,5,5,3,5,3,3,4,3,2,3,1,1,2,3,-0.632,-2.5768
lcl|c227210_g4_i5|m.12253,854,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.002,-0.0049
lcl|c227266_g1_i1|m.12288,250,3,0,0,0,1,1,1,2,0,1,1,2,3,2,1,0,0,0,3,0,0.219,0.5952
lcl|c227267_g3_i2|m.12289,316,3,1,2,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-0.254,-0.6082
lcl|c227282_g1_i10|m.12296,273,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,-0.001,-0.003
lcl|c227289_g1_i2|m.12315,174,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-0.1,-0.2273
lcl|c227290_g1_i5|m.12317,154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.003,-0.0062
lcl|c227293_g2_i4|m.12320,194,3,3,4,4,7,4,2,2,2,5,3,5,1,4,3,4,4,5,3,4,-0.01,-0.0451
lcl|c227297_g1_i3|m.12321,135,3,1,2,1,3,2,2,1,0,1,1,0,0,0,0,0,0,0,2,1,-0.444,-1.1434
lcl|c227322_g4_i4|m.12336,166,2,1,1,1,3,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,-0.406,-0.9863
lcl|c227332_g2_i2|m.12341,389,41,34,44,46,37,34,41,48,29,45,28,26,24,24,27,20,18,19,22,18,-0.571,-6.8706
lcl|c227361_g2_i9|m.12363,300,6,4,3,5,6,5,5,6,3,6,9,5,5,4,6,6,3,5,2,6,0.058,0.2808
lcl|c227414_g2_i1|m.12410,532,2,3,3,2,4,4,4,3,1,3,2,3,3,3,0,1,2,1,1,3,-0.36,-1.2185
lcl|c227486_g1_i2|m.12483,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.032,-0.0707
lcl|c227531_g4_i11|m.12520,245,5,6,8,7,9,3,4,7,3,7,8,5,5,6,8,6,5,4,3,5,-0.074,-0.3935
lcl|c227533_g4_i2|m.12539,532,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.018,0.0373
lcl|c227537_g2_i4|m.12549,637,4,1,0,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,-0.569,-1.3728
lcl|c227543_g1_i1|m.12562,429,3,1,10,5,5,2,4,8,3,5,3,7,2,4,3,3,4,3,4,2,-0.29,-1.3583
lcl|c227543_g1_i4|m.12563,397,3,3,7,6,6,2,4,7,5,4,3,6,2,2,3,3,4,3,4,2,-0.376,-1.642
lcl|c227548_g2_i4|m.12564,536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0.0448
lcl|c227548_g3_i11|m.12568,133,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.003,0.0066
lcl|c227562_g6_i1|m.12582,260,34,40,30,28,31,28,27,33,32,26,15,24,23,18,16,22,18,15,24,16,-0.482,-5.1185
lcl|c227564_g2_i6|m.12586,532,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,1,0.076,0.1717
lcl|c227565_g2_i7|m.12589,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.002,-0.0053
lcl|c227571_g1_i1|m.12592,437,1,1,1,0,1,1,0,0,2,0,0,0,1,0,1,2,2,1,0,0,0.09,0.2084
lcl|c227586_g2_i2|m.12601,705,1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0.206,0.4676
lcl|c227622_g3_i13|m.12621,385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.035,-0.0759
lcl|c227657_g3_i1|m.12650,192,5,5,8,10,6,11,7,11,6,8,5,7,5,6,6,5,11,5,7,7,-0.189,-1.1137
lcl|c227676_g2_i3|m.12666,275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007,0.0155
lcl|c227683_g10_i1|m.12674,266,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103,-0.2274
lcl|c227702_g4_i1|m.12691,204,3,3,3,4,3,3,3,4,2,5,1,1,3,0,0,1,1,2,2,3,-0.744,-2.3881
lcl|c227720_g2_i2|m.12706,256,1,1,0,1,2,1,1,1,1,3,1,1,0,1,1,0,0,0,1,1,-0.253,-0.5673
lcl|c227721_g2_i2|m.12707,197,3,2,4,3,4,3,2,1,2,1,3,2,3,3,3,2,2,3,2,3,0.024,0.0885
lcl|c227726_g1_i1|m.12708,228,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,1,0.089,0.2087
lcl|c227738_g1_i4|m.12717,147,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0.018,0.0373
lcl|c227758_g2_i4|m.12736,767,8,5,7,4,2,8,5,5,1,3,5,4,0,2,0,2,1,2,2,2,-0.784,-3.1925
lcl|c227772_g1_i1|m.12754,161,7,6,3,11,12,5,7,11,4,6,6,6,5,8,11,3,2,1,6,6,-0.279,-1.5687
lcl|c227780_g2_i3|m.12767,229,2,4,2,2,1,1,3,1,1,3,0,2,1,1,0,0,2,2,3,1,-0.284,-0.8405
lcl|c227794_g1_i1|m.12770,442,4,3,1,1,2,4,4,1,1,3,2,3,3,0,2,1,0,1,1,2,-0.345,-1.0903
lcl|c227804_g2_i3|m.12774,308,0,0,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,-0.6445
lcl|c227847_g4_i2|m.12829,308,0,2,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,-0.188,-0.4758
lcl|c227850_g3_i1|m.12830,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044,-0.0965
lcl|c227852_g1_i7|m.12835,188,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0.112,0.2625
lcl|c227856_g7_i5|m.12838,158,1,1,2,1,0,1,2,0,1,1,1,2,1,1,1,1,1,1,2,1,0.013,0.0312
lcl|c227887_g3_i2|m.12871,160,1,0,0,0,0,0,0,0,0,1,3,5,2,4,4,1,2,1,2,2,0.954,2.541
lcl|c227910_g4_i10|m.12878,360,12,3,6,2,10,7,9,5,1,5,5,2,9,3,3,1,3,0,4,3,-0.579,-2.545
lcl|c227927_g4_i1|m.12894,353,2,2,3,3,3,0,3,4,0,2,1,2,2,3,2,2,2,0,1,1,-0.372,-1.1748
lcl|c227928_g1_i1|m.12895,125,0,0,2,2,2,0,0,0,2,4,1,0,0,3,2,2,1,0,1,0,-0.183,-0.502
lcl|c227928_g3_i2|m.12899,143,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.044,0.0955
lcl|c227928_g3_i7|m.12901,268,4,4,0,1,2,4,2,1,0,3,2,0,1,1,1,1,0,1,0,1,-0.755,-2.1034
lcl|c227939_g2_i2|m.12910,265,7,5,7,6,9,4,3,4,3,3,6,4,6,5,5,2,2,7,3,5,-0.108,-0.5541
lcl|c227957_g2_i7|m.12923,709,1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,1,1,0,0,1,0.096,0.2138
lcl|c227969_g2_i1|m.12933,185,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.138,-0.3176
lcl|c227969_g5_i2|m.12934,168,14,18,18,18,14,13,14,16,11,19,9,8,5,10,10,13,12,12,9,7,-0.482,-3.8757
lcl|c227993_g1_i6|m.12952,475,5,17,12,15,13,8,6,8,3,13,13,6,5,13,6,7,6,4,8,9,-0.255,-1.6572
lcl|c228029_g3_i2|m.12983,320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.002,0.0039
lcl|c228038_g3_i1|m.12994,151,1,2,3,1,1,2,2,4,4,3,1,0,0,0,1,0,0,0,2,1,-0.737,-2.0168
lcl|c228056_g1_i4|m.13006,230,3,4,4,2,4,5,3,2,1,5,3,1,2,3,1,1,2,1,4,2,-0.512,-1.6867
lcl|c228092_g3_i1|m.13033,369,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.035,0.0776
lcl|c228113_g1_i1|m.13052,411,4,1,3,0,1,2,9,2,1,5,1,2,5,3,0,2,3,1,2,2,-0.273,-0.9116
lcl|c228121_g2_i2|m.13058,350,3,2,4,3,3,6,1,4,4,7,2,3,1,6,5,1,2,3,0,1,-0.381,-1.4769
lcl|c228137_g1_i4|m.13071,387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.0884
lcl|c228151_g1_i2|m.13084,281,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0.011,0.0248
lcl|c228175_g2_i1|m.13095,1436,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0876
lcl|c228205_g4_i2|m.13127,226,1,1,1,1,1,1,3,3,1,1,3,0,2,2,2,2,2,0,1,1,0.218,0.5841
lcl|c228221_g2_i9|m.13137,967,18,13,5,11,17,21,14,10,4,15,10,12,6,12,14,10,7,6,12,10,-0.259,-1.9209
lcl|c228244_g5_i1|m.13157,345,12,9,14,9,8,14,3,1,8,14,8,2,8,11,9,8,7,7,2,6,-0.298,-1.8737
lcl|c228256_g1_i10|m.13166,252,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.0024
lcl|c228278_g3_i2|m.13197,394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.025,-0.0528
lcl|c228300_g4_i1|m.13216,616,7,7,4,6,5,7,3,6,3,4,5,3,5,4,1,4,4,3,4,2,-0.391,-1.8086
