"","Row.names","X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT","PROTLEN"
"824","lcl|c225875_g4_i2|m.11006",3,3,0,3,2,2,2,3,2,2,1,1,1,3,1,2,3,2,1,3,204
"825","lcl|c225882_g3_i1|m.11013",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
"826","lcl|c225931_g4_i1|m.11061",2,1,2,0,1,0,0,1,1,0,0,1,1,5,2,1,1,0,1,2,108
"827","lcl|c225938_g3_i1|m.11067",0,1,0,0,1,0,2,0,0,0,1,1,0,2,2,0,0,0,0,2,223
"828","lcl|c225972_g1_i1|m.11091",82,80,94,67,73,77,80,78,85,66,83,66,87,120,97,82,68,79,54,96,360
"829","lcl|c226005_g4_i1|m.11126",3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,6,0,2,287
"830","lcl|c226009_g3_i5|m.11131",1,3,0,0,0,1,4,2,3,1,1,1,4,5,1,2,4,0,1,1,932
"831","lcl|c226046_g1_i2|m.11150",10,8,7,10,11,11,14,10,10,6,9,5,7,17,12,12,8,7,3,8,502
"832","lcl|c226079_g3_i1|m.11186",4,4,3,4,3,3,3,4,3,2,4,3,5,5,3,4,3,5,1,3,256
"833","lcl|c226079_g3_i2|m.11188",2,5,5,1,0,2,2,4,4,5,4,2,2,6,1,1,1,0,1,2,354
"834","lcl|c226084_g3_i2|m.11194",4,2,2,1,1,1,1,2,2,1,2,0,0,1,1,2,1,1,0,2,197
"835","lcl|c226094_g1_i1|m.11204",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114
"836","lcl|c226099_g2_i1|m.11211",0,0,1,0,0,1,2,1,0,0,1,0,0,0,1,1,0,0,0,1,597
"837","lcl|c226115_g1_i8|m.11228",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,483
"838","lcl|c226138_g1_i1|m.11235",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,281
"839","lcl|c226138_g2_i1|m.11236",1,1,2,2,1,1,1,3,2,2,2,1,3,2,0,1,2,2,1,1,129
"840","lcl|c226146_g2_i7|m.11244",1,2,4,0,0,1,2,0,0,0,1,0,0,2,2,0,2,1,0,3,623
"841","lcl|c226155_g2_i3|m.11249",1,1,2,0,0,0,0,1,3,0,1,0,4,1,0,0,0,0,0,2,584
"842","lcl|c226156_g7_i2|m.11251",0,0,1,0,6,0,0,0,3,0,0,0,1,13,0,0,0,0,0,0,127
"843","lcl|c226189_g2_i2|m.11277",3,1,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,0,115
"844","lcl|c226194_g1_i2|m.11280",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,483
"845","lcl|c226194_g1_i2|m.11281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,228
"846","lcl|c226211_g2_i1|m.11296",0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,245
"847","lcl|c226212_g1_i3|m.11297",0,0,0,0,0,0,3,1,0,0,1,1,0,5,1,0,0,0,0,0,389
"848","lcl|c226216_g1_i2|m.11298",15,14,12,11,11,16,16,12,11,6,12,12,10,11,11,12,11,14,5,11,323
"849","lcl|c226230_g2_i2|m.11305",3,3,4,4,1,1,4,1,2,1,2,1,1,2,5,4,2,1,1,2,377
"850","lcl|c226263_g3_i5|m.11341",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133
"851","lcl|c226269_g1_i6|m.11347",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,410
"852","lcl|c226287_g1_i1|m.11356",8,8,5,3,10,8,8,9,7,4,6,4,5,11,4,9,6,7,3,3,285
"853","lcl|c226287_g1_i2|m.11357",4,7,4,3,6,7,8,7,5,3,6,3,4,9,5,7,6,5,3,3,294
"854","lcl|c226301_g6_i2|m.11378",0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,149
"855","lcl|c226307_g4_i3|m.11386",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,388
"856","lcl|c226344_g7_i1|m.11422",1,1,1,1,1,1,2,2,2,1,1,1,0,3,2,4,2,0,0,1,382
"857","lcl|c226346_g1_i1|m.11426",4,3,1,1,1,1,3,2,1,3,1,1,1,4,4,2,3,1,0,3,227
"858","lcl|c226389_g3_i1|m.11454",0,3,0,2,1,1,1,2,1,1,3,0,2,2,0,1,2,2,0,1,429
"859","lcl|c226409_g2_i1|m.11459",2,2,1,0,2,1,4,1,2,1,2,0,2,1,1,3,3,3,0,1,423
"860","lcl|c226414_g3_i1|m.11460",10,10,6,10,8,10,9,6,7,8,9,7,7,14,7,4,6,10,4,9,158
"861","lcl|c226450_g3_i4|m.11486",15,14,16,11,15,11,11,18,20,11,12,12,16,17,13,16,13,13,9,12,231
"862","lcl|c226454_g2_i17|m.11487",0,0,1,1,1,1,2,0,1,3,0,1,0,0,1,1,1,0,0,1,261
"863","lcl|c226454_g2_i2|m.11493",1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,433
"864","lcl|c226505_g3_i2|m.11536",1,1,1,0,0,0,2,1,3,0,1,1,1,1,0,1,0,0,0,0,906
"865","lcl|c226513_g6_i2|m.11548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,473
"866","lcl|c226593_g2_i1|m.11607",2,3,4,4,2,1,4,2,3,4,1,2,2,4,3,4,1,1,2,1,266
"867","lcl|c226607_g5_i2|m.11621",1,1,0,0,2,0,3,2,0,0,2,0,1,1,0,1,0,0,0,0,132
"868","lcl|c226613_g4_i1|m.11622",2,5,6,3,6,1,5,3,0,2,5,2,3,5,2,4,3,1,1,2,313
"869","lcl|c226629_g1_i3|m.11641",2,2,1,0,0,1,2,1,1,0,0,0,0,0,1,2,1,0,0,0,324
"870","lcl|c226683_g4_i10|m.11705",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123
"871","lcl|c226705_g1_i7|m.11718",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,239
"872","lcl|c226705_g1_i7|m.11719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
"873","lcl|c226715_g5_i2|m.11728",3,3,4,2,0,0,3,3,6,2,1,4,2,2,2,2,4,1,2,0,472
"874","lcl|c226723_g5_i2|m.11731",4,17,10,14,10,10,18,16,12,16,12,16,13,24,16,13,16,16,9,10,155
"875","lcl|c226739_g4_i2|m.11743",2,1,0,1,0,0,1,1,1,0,0,1,0,1,3,2,0,1,0,0,391
"876","lcl|c226762_g1_i2|m.11760",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,582
"877","lcl|c226769_g3_i1|m.11767",29,36,26,31,27,35,35,37,31,26,29,29,30,38,28,37,30,34,22,33,455
"878","lcl|c226774_g3_i2|m.11777",8,6,8,3,3,4,8,10,7,3,8,5,10,19,7,10,10,10,3,7,149
"879","lcl|c226799_g3_i10|m.11796",0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,368
"880","lcl|c226852_g4_i1|m.11867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
"881","lcl|c226873_g1_i5|m.11881",0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,127
"882","lcl|c226898_g4_i1|m.11913",1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,135
"883","lcl|c226903_g2_i4|m.11918",2,4,2,2,1,1,0,3,1,1,2,0,1,3,1,1,2,2,1,0,104
"884","lcl|c226904_g2_i1|m.11919",0,1,1,1,0,1,1,1,2,1,1,0,0,1,2,1,1,0,0,1,231
"885","lcl|c226917_g1_i2|m.11940",0,1,0,0,0,0,1,1,2,1,0,1,0,3,0,1,1,0,0,1,524
"886","lcl|c226971_g4_i11|m.11980",0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,176
"887","lcl|c226971_g4_i9|m.11985",1,2,3,2,3,1,6,4,2,2,6,3,1,2,4,4,2,3,0,4,796
"888","lcl|c226978_g9_i3|m.11996",12,8,9,8,7,10,10,10,11,5,13,9,12,16,8,5,12,23,8,13,123
"889","lcl|c226990_g1_i2|m.12024",2,4,3,2,2,4,3,4,8,4,3,3,1,2,5,5,4,3,2,2,171
"890","lcl|c226999_g3_i5|m.12032",0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,898
"891","lcl|c227009_g2_i1|m.12051",2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,199
"892","lcl|c227063_g4_i1|m.12098",0,1,0,0,1,0,0,1,0,0,2,1,2,0,0,0,0,2,0,1,270
"893","lcl|c227069_g2_i12|m.12102",21,31,33,18,27,37,31,31,33,38,33,21,25,10,32,28,37,20,22,20,771
"894","lcl|c227069_g2_i9|m.12105",5,10,11,9,11,15,9,16,14,21,13,9,8,5,10,9,15,4,7,7,269
"895","lcl|c227073_g3_i1|m.12111",0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,216
"896","lcl|c227080_g2_i3|m.12113",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,177
"897","lcl|c227084_g3_i4|m.12132",0,2,2,2,1,2,1,1,0,1,1,2,1,2,2,1,2,2,1,3,229
"898","lcl|c227108_g1_i3|m.12161",2,2,1,0,0,0,5,0,1,1,0,0,0,9,1,2,4,0,0,0,253
"899","lcl|c227111_g4_i1|m.12165",0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,326
"900","lcl|c227129_g2_i15|m.12185",11,17,11,7,5,9,20,9,8,4,6,7,4,11,14,15,11,13,8,9,454
"901","lcl|c227136_g2_i8|m.12192",1,10,4,3,4,9,8,4,4,8,4,3,4,7,2,6,7,2,0,3,264
"902","lcl|c227168_g5_i1|m.12205",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,387
"903","lcl|c227186_g4_i4|m.12220",1,2,0,1,17,2,0,2,0,1,0,1,3,2,4,1,1,1,0,0,263
"904","lcl|c227188_g1_i1|m.12222",3,10,4,6,9,4,7,9,8,7,7,8,4,8,7,5,5,4,5,12,183
"905","lcl|c227188_g1_i3|m.12224",1,3,3,4,4,2,1,4,3,2,1,4,5,2,1,4,3,1,2,3,232
"906","lcl|c227202_g1_i3|m.12234",2,1,1,1,1,0,1,3,1,0,1,1,1,2,1,1,1,0,0,1,172
"907","lcl|c227206_g2_i7|m.12247",6,4,4,4,7,3,5,5,6,4,5,6,5,3,4,7,5,5,3,5,460
"908","lcl|c227210_g4_i5|m.12253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,854
"909","lcl|c227266_g1_i1|m.12288",1,0,3,0,0,0,0,2,2,2,1,1,1,1,1,3,0,2,0,1,250
"910","lcl|c227267_g3_i2|m.12289",3,2,3,1,2,1,2,2,0,1,1,0,1,2,2,2,1,1,1,1,316
"911","lcl|c227282_g1_i10|m.12296",0,1,0,0,1,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,273
"912","lcl|c227289_g1_i2|m.12315",0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2,174
"913","lcl|c227290_g1_i5|m.12317",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,154
"914","lcl|c227293_g2_i4|m.12320",5,5,3,3,4,4,3,5,4,3,7,4,2,4,3,3,1,2,2,5,194
"915","lcl|c227297_g1_i3|m.12321",2,1,3,1,2,1,3,3,2,0,3,2,2,1,0,2,1,1,0,1,135
"916","lcl|c227322_g4_i4|m.12336",2,1,2,1,1,1,2,2,2,0,3,1,1,3,0,2,0,1,0,3,166
"917","lcl|c227332_g2_i2|m.12341",41,48,41,34,44,46,50,47,41,31,37,34,41,70,50,52,38,48,29,45,389
"918","lcl|c227361_g2_i9|m.12363",7,10,6,4,3,5,14,9,6,6,6,5,5,6,4,9,5,6,3,6,300
"919","lcl|c227414_g2_i1|m.12410",3,3,2,3,3,2,2,3,3,3,4,4,4,3,2,4,2,3,1,3,532
"920","lcl|c227486_g1_i2|m.12483",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
"921","lcl|c227531_g4_i11|m.12520",4,10,5,6,8,7,8,6,5,8,9,3,4,5,4,8,5,7,3,7,245
"922","lcl|c227533_g4_i2|m.12539",1,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,532
"923","lcl|c227537_g2_i4|m.12549",0,0,4,1,0,2,3,2,2,1,1,1,2,1,2,3,0,2,2,2,637
"924","lcl|c227543_g1_i1|m.12562",10,5,3,1,10,5,7,9,6,6,5,2,4,5,7,8,6,8,3,5,429
"925","lcl|c227543_g1_i4|m.12563",6,7,3,3,7,6,7,7,5,6,6,2,4,4,6,9,10,7,5,4,397
"926","lcl|c227548_g2_i4|m.12564",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,536
"927","lcl|c227548_g3_i11|m.12568",0,0,1,0,1,0,0,2,1,0,1,1,0,0,0,1,1,1,0,1,133
"928","lcl|c227562_g6_i1|m.12582",23,29,34,40,30,28,32,30,27,26,31,28,27,49,20,35,33,33,32,26,260
"929","lcl|c227564_g2_i6|m.12586",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,532
"930","lcl|c227565_g2_i7|m.12589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769
"931","lcl|c227571_g1_i1|m.12592",2,1,1,1,1,0,2,3,1,1,1,1,0,2,1,1,2,0,2,0,437
"932","lcl|c227586_g2_i2|m.12601",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,705
"933","lcl|c227622_g3_i13|m.12621",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,385
"934","lcl|c227657_g3_i1|m.12650",5,9,5,5,8,10,18,11,13,10,6,11,7,6,11,9,8,11,6,8,192
"935","lcl|c227676_g2_i3|m.12666",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,275
"936","lcl|c227683_g10_i1|m.12674",1,2,0,0,0,0,2,0,1,0,0,0,2,1,0,2,0,0,0,0,266
"937","lcl|c227702_g4_i1|m.12691",0,3,3,3,3,4,3,3,1,3,3,3,3,2,3,3,3,4,2,5,204
"938","lcl|c227720_g2_i2|m.12706",2,2,1,1,0,1,2,0,1,0,2,1,1,1,1,1,1,1,1,3,256
"939","lcl|c227721_g2_i2|m.12707",2,4,3,2,4,3,8,5,4,2,4,3,2,1,4,4,4,1,2,1,197
"940","lcl|c227726_g1_i1|m.12708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
"941","lcl|c227738_g1_i4|m.12717",1,0,1,0,0,0,2,1,1,0,1,1,1,0,0,1,1,1,0,0,147
"942","lcl|c227758_g2_i4|m.12736",2,7,8,5,7,4,4,9,11,5,2,8,5,7,9,11,7,5,1,3,767
"943","lcl|c227772_g1_i1|m.12754",3,7,7,6,3,11,13,5,6,8,12,5,7,6,13,7,10,11,4,6,161
"944","lcl|c227780_g2_i3|m.12767",1,1,2,4,2,2,0,1,2,2,1,1,3,1,1,0,3,1,1,3,229
"945","lcl|c227794_g1_i1|m.12770",2,2,4,3,1,1,2,5,7,5,2,4,4,4,3,4,4,1,1,3,442
"946","lcl|c227804_g2_i3|m.12774",2,0,0,0,1,0,1,2,1,0,2,1,2,0,0,0,1,2,0,0,308
"947","lcl|c227847_g4_i2|m.12829",2,0,0,2,0,1,1,0,0,1,2,0,1,3,0,0,2,1,0,1,308
"948","lcl|c227850_g3_i1|m.12830",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170
"949","lcl|c227852_g1_i7|m.12835",0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,188
"950","lcl|c227856_g7_i5|m.12838",2,1,1,1,2,1,0,1,3,1,0,1,2,1,1,3,2,0,1,1,158
"951","lcl|c227887_g3_i2|m.12871",0,2,1,0,0,0,3,2,2,1,0,0,0,1,1,1,0,0,0,1,160
"952","lcl|c227910_g4_i10|m.12878",5,2,12,3,6,2,10,11,9,3,10,7,9,3,5,12,2,5,1,5,360
"953","lcl|c227927_g4_i1|m.12894",2,3,2,2,3,3,5,2,3,3,3,0,3,4,1,2,3,4,0,2,353
"954","lcl|c227928_g1_i1|m.12895",2,6,0,0,2,2,2,2,1,2,2,0,0,0,6,0,1,0,2,4,125
"955","lcl|c227928_g3_i2|m.12899",0,0,0,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,143
"956","lcl|c227928_g3_i7|m.12901",1,2,4,4,0,1,3,3,3,2,2,4,2,1,4,2,2,1,0,3,268
"957","lcl|c227939_g2_i2|m.12910",8,6,7,5,7,6,6,8,7,6,9,4,3,9,4,8,5,4,3,3,265
"958","lcl|c227957_g2_i7|m.12923",0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,709
"959","lcl|c227969_g2_i1|m.12933",1,0,0,0,2,0,0,1,1,0,0,0,1,2,1,1,0,0,0,1,185
"960","lcl|c227969_g5_i2|m.12934",14,14,14,18,18,18,18,13,13,10,14,13,14,23,14,7,12,16,11,19,168
"961","lcl|c227993_g1_i6|m.12952",6,15,5,17,12,15,7,13,6,4,13,8,6,18,6,3,8,8,3,13,475
"962","lcl|c228029_g3_i2|m.12983",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,320
"963","lcl|c228038_g3_i1|m.12994",6,2,1,2,3,1,0,1,2,0,1,2,2,2,1,2,4,4,4,3,151
"964","lcl|c228056_g1_i4|m.13006",4,2,3,4,4,2,5,2,3,3,4,5,3,4,2,2,1,2,1,5,230
"965","lcl|c228092_g3_i1|m.13033",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,369
"966","lcl|c228113_g1_i1|m.13052",3,3,4,1,3,0,6,2,4,5,1,2,9,3,3,6,4,2,1,5,411
"967","lcl|c228121_g2_i2|m.13058",0,3,3,2,4,3,2,3,5,4,3,6,1,3,5,7,6,4,4,7,350
"968","lcl|c228137_g1_i4|m.13071",1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,387
"969","lcl|c228151_g1_i2|m.13084",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,281
"970","lcl|c228175_g2_i1|m.13095",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1436
"971","lcl|c228205_g4_i2|m.13127",2,0,1,1,1,1,4,2,3,1,1,1,3,2,3,3,1,3,1,1,226
"972","lcl|c228221_g2_i9|m.13137",8,15,18,13,5,11,18,13,13,13,17,21,14,11,12,20,12,10,4,15,967
"973","lcl|c228244_g5_i1|m.13157",3,25,12,9,14,9,11,13,5,6,8,14,3,2,13,27,12,1,8,14,345
"974","lcl|c228256_g1_i10|m.13166",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,252
"975","lcl|c228278_g3_i2|m.13197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394
"976","lcl|c228300_g4_i1|m.13216",9,7,7,7,4,6,12,8,2,8,5,7,3,10,7,8,7,6,3,4,616
"977","lcl|c228309_g1_i6|m.13221",5,5,5,1,2,3,9,3,6,1,2,1,1,9,4,5,6,2,0,4,556
"978","lcl|c228314_g1_i1|m.13228",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,195
"979","lcl|c228317_g4_i1|m.13231",7,6,6,3,3,5,3,5,3,5,4,3,4,5,5,5,5,2,4,5,201
"980","lcl|c228325_g7_i1|m.13245",0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,190
"981","lcl|c228330_g5_i1|m.13250",0,0,0,0,1,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,356
"982","lcl|c228343_g4_i4|m.13280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114
"983","lcl|c228380_g1_i2|m.13296",0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,1,0,1,215
"984","lcl|c228390_g1_i2|m.13299",3,1,2,1,2,2,2,3,3,2,3,1,3,1,3,0,2,4,0,3,570
"985","lcl|c228406_g1_i4|m.13303",1,2,1,3,2,2,2,1,1,1,3,2,2,2,3,3,4,2,0,1,280
"986","lcl|c228448_g3_i1|m.13331",1,1,1,1,0,0,1,1,2,1,1,2,1,0,1,2,1,0,1,0,244
"987","lcl|c228451_g2_i1|m.13337",0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,252
"988","lcl|c228453_g2_i2|m.13342",2,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,106
"989","lcl|c228461_g1_i2|m.13347",2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,0,1,301
"990","lcl|c228497_g4_i2|m.13372",0,1,1,0,0,1,1,2,0,1,0,0,0,2,2,0,1,0,0,0,297
"991","lcl|c228506_g1_i2|m.13379",7,6,6,5,3,6,5,5,5,4,4,4,5,7,7,1,6,5,2,5,474
"992","lcl|c228524_g1_i1|m.13396",0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,300
"993","lcl|c228525_g4_i3|m.13399",4,4,3,1,1,2,4,5,4,6,3,3,3,5,5,3,4,4,2,3,504
"994","lcl|c228527_g1_i1|m.13403",1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,173
"995","lcl|c228529_g1_i1|m.13404",1,6,4,8,16,8,1,6,2,3,7,6,8,7,3,3,2,8,3,13,353
"996","lcl|c228543_g5_i2|m.13413",1,3,2,3,2,3,4,4,3,1,5,2,0,3,3,4,2,2,1,1,375
"997","lcl|c228577_g3_i1|m.13439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
"998","lcl|c228583_g3_i2|m.13440",6,8,12,9,2,5,8,13,12,6,9,9,7,6,6,9,9,6,3,8,202
"999","lcl|c228583_g6_i1|m.13441",29,47,46,34,44,53,57,42,39,43,44,37,38,46,39,42,37,41,32,48,491
"1000","lcl|c228588_g1_i6|m.13448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
"1001","lcl|c228608_g2_i2|m.13456",1,3,3,0,1,0,2,1,2,0,0,0,0,0,0,4,3,1,0,0,420
"1002","lcl|c228611_g1_i2|m.13461",1,1,3,0,2,2,3,2,1,1,1,0,4,4,0,1,2,0,1,1,119
"1003","lcl|c228611_g7_i1|m.13463",0,2,1,1,3,1,4,0,2,3,4,0,2,1,1,2,1,2,1,0,400
"1004","lcl|c228621_g3_i1|m.13469",2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,135
"1005","lcl|c228623_g6_i3|m.13470",0,1,0,0,1,2,0,2,0,0,1,0,0,5,0,1,0,3,0,1,269
"1006","lcl|c228653_g2_i5|m.13498",3,1,2,2,1,3,2,2,3,1,1,1,1,0,0,2,1,1,0,2,486
"1007","lcl|c228653_g2_i7|m.13499",3,1,2,1,1,3,2,1,2,1,1,1,0,0,0,0,1,1,0,1,354
"1008","lcl|c228665_g3_i2|m.13504",7,6,2,0,2,4,6,4,1,2,4,3,0,3,4,4,2,3,1,2,248
"1009","lcl|c228666_g1_i2|m.13507",1,4,8,1,3,3,5,6,6,1,6,5,6,3,2,4,2,12,0,2,218
"1010","lcl|c228683_g1_i7|m.13540",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166
"1011","lcl|c228700_g2_i2|m.13570",0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,222
"1012","lcl|c228709_g4_i2|m.13577",0,3,3,3,2,2,3,2,2,3,2,3,2,2,3,3,3,2,3,4,159
"1013","lcl|c228728_g1_i4|m.13597",1,3,4,0,5,1,3,5,5,5,5,5,4,2,4,7,4,3,2,3,471
"1014","lcl|c228742_g3_i1|m.13609",3,2,1,1,1,1,1,0,0,1,0,1,1,1,2,0,2,0,1,1,150
"1015","lcl|c228746_g2_i5|m.13610",4,4,3,3,3,3,4,3,4,3,6,3,3,4,3,1,3,4,2,5,502
"1016","lcl|c228746_g3_i3|m.13615",8,4,5,3,3,1,3,2,3,0,5,2,3,6,1,3,3,4,4,5,501
"1017","lcl|c228772_g4_i5|m.13636",18,14,17,12,9,6,12,17,16,9,11,10,15,8,15,13,14,10,7,13,598
"1018","lcl|c228778_g1_i1|m.13644",0,4,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,1,342
"1019","lcl|c228789_g1_i1|m.13647",4,4,8,1,7,5,8,7,6,5,5,4,5,2,5,6,7,3,2,2,461
"1020","lcl|c228815_g2_i1|m.13678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
"1021","lcl|c228825_g1_i1|m.13684",11,11,8,7,4,10,14,8,10,5,13,9,9,15,12,10,8,12,2,18,617
"1022","lcl|c228830_g2_i1|m.13692",3,4,5,5,0,1,5,7,2,5,3,3,1,3,4,3,1,1,2,2,262
"1023","lcl|c228833_g2_i1|m.13698",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,204
"1024","lcl|c228847_g1_i2|m.13712",1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,355
"1025","lcl|c228854_g2_i6|m.13724",0,1,1,0,1,1,0,3,1,2,0,0,1,0,0,1,2,0,0,0,516
"1026","lcl|c228864_g3_i2|m.13732",21,8,25,12,4,14,27,54,26,11,30,54,53,5,16,17,8,52,0,49,444
"1027","lcl|c228868_g10_i1|m.13735",0,0,3,4,0,3,1,4,1,1,2,5,1,0,2,2,1,1,0,3,171
"1028","lcl|c228869_g1_i2|m.13736",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,285
"1029","lcl|c228904_g1_i5|m.13760",1,7,6,2,11,5,8,8,5,5,7,3,1,30,9,7,6,5,3,3,420
"1030","lcl|c228938_g1_i6|m.13802",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111
